Part#	Descrip	Brand	Front Left Flange Diameter (mm)	Front Right Flange Diameter (mm) 	Front Left Center To Flange (mm)	Front Right Center To Flange (mm)	Front Holes	Rear Left Flange Diameter (mm)	Rear Right Flange Diameter (mm) 	Rear Left Center To Flange (mm)	Rear Right Center To Flange (mm)	Rear Holes
HU3050	Rohloff Speedhub, 14 Speeds, 16t cog, Silver, QR	Rohloff	0.00	0.00	0.00	0.00	0	100.00	100.00	30.00	30.00	32
HU3051	Rohloff Disk Speedhub QR 32h black	Rohloff	0.00	0.00	0.00	0.00	0	100.00	100.00	30.00	30.00	32
HU3080	DMR Revolver 6-Pawl Single Speed 11t-driver Hub, Disc, 14mm Axle	DMR	0.00	0.00	0.00	0.00	0	58.00	58.00	25.50	37.50	36
HU3082	DMR Revolver 6-Pawl Single Speed Cassette Hub, Disc, 10mm axle, includes 13t cog	DMR	0.00	0.00	0.00	0.00	0	58.00	58.00	26.00	37.50	36
HU3090	DMR Revolver 14mm SS Rr Disc Hub 36h 135mm, Blk	DMR	0.00	0.00	0.00	0.00	0	58.00	58.00	39.00	39.00	36
HU3091	DMR Revolver 14mm SS Rr Disc Hub 48h 135mm, Blk	DMR	0.00	0.00	0.00	0.00	0	58.00	58.00	39.00	39.00	48
HU3092	DMR Revolver SS Rear Disc Hub 32h 135mm, Black	DMR	0.00	0.00	0.00	0.00	0	58.00	58.00	39.00	39.00	32
HU3093	DMR Revolver SS Rear Disc Hub 36h 135mm, Black	DMR	0.00	0.00	0.00	0.00	0	58.00	58.00	39.00	39.00	36
HU3094	DMR Revolover Rear Disc Hub 32h 8/9spd, Blk	DMR	0.00	0.00	0.00	0.00	0	57.00	45.00	33.50	20.50	32
HU3095	DMR Revolver Rear Disc Hub 36h 8/9spd, Blk	DMR	0.00	0.00	0.00	0.00	0	57.00	45.00	33.50	20.50	36
HU3096	DMR Revolver Front Disc Hub 32h QR axle, Blk	DMR	57.50	45.00	22.50	27.50	32	0.00	0.00	0.00	0.00	0
HU3097	DMR Revolver Front Disc Hub 36h QR axle, Blk	DMR	57.50	45.00	22.50	27.50	36	0.00	0.00	0.00	0.00	0
HU3098	DMR Revolver Front 20mm Disc Hub 32h, Blk	DMR	58.00	58.00	22.00	31.00	32	0.00	0.00	0.00	0.00	0
HU3099	DMR Revolver Front 20mm Disc Hub 36h, Blk	DMR	58.00	58.00	22.00	31.00	36	0.00	0.00	0.00	0.00	0
HU3360	Sora FH3300 32 hole rear hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	19.00	32
HU3362	Sora FH3300 36 hole rear hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	19.00	36
HU3364	Sora HB3300 32 hole Front Hub	Shimano	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU3366	Sora HB3300 36 hole Front Hub	Shimano	38.00	38.00	34.00	34.00	36	0.00	0.00	0.00	0.00	0
HU3730	DiaTech Swinger 36h front hub.  Fits 20mm and standard QR forks	DiaTech	62.00	62.00	21.00	30.00	36	0.00	0.00	0.00	0.00	0
HU4004	Solid axle rear tandem hub, 48h 145mm loose ball	Suzue	0.00	0.00	0.00	0.00	0	62.00	62.00	32.00	22.00	48
HU4014	Suzue Unicycle Hub 48 hole sealed. Cotterless.Silver	Suzue	64.00	64.00	31.00	31.00	48	0.00	0.00	0.00	0.00	0
HU4015	Suzue UniCycle Hub 36 Hole sealed. Cotterless. Silver	Suzue	64.00	64.00	31.00	31.00	36	0.00	0.00	0.00	0.00	0
HU4018	36 hole front with 5/16 front axle and rear with 3/8" rear axle set	Suzue	62.00	62.00	31.00	31.00	36	62.00	62.00	25.50	26.50	36
HU4019	36 hole rear with 3/8" x 26tpi axle and axle nuts. Threaded both sides: one for track cog and track lockring, the other side for freewheel.Does not come with locking	Suzue	0.00	0.00	0.00	0.00	0	62.00	62.00	26.50	26.50	36
HU4034	Joy Tech front 36H blacksealed bearing front hub	Joytech	41.00	41.00	34.00	34.00	36	0.00	0.00	0.00	0.00	0
HU4035	Joy Tech rear sealed bearing 36h black BMX hub.	Joytech	0.00	0.00	0.00	0.00	0	59.00	59.00	27.50	27.50	36
HU4100	Flybikes Front 36h Flat Black Hub	Flybikes	35.00	35.00	38.00	38.00	36	0.00	0.00	0.00	0.00	0
HU4101	Flybikes Front 36h Coffee Hub	Flybikes	35.00	35.00	38.00	38.00	36	0.00	0.00	0.00	0.00	0
HU4102	Flybikes Front 36h Gray Hub	Flybikes	35.00	35.00	38.00	38.00	36	0.00	0.00	0.00	0.00	0
HU4103	Flybikes Front 36h White Hub	Flybikes	35.00	35.00	38.00	38.00	36	0.00	0.00	0.00	0.00	0
HU4104	Flybikes Front 36h Dark Red Hub	Flybikes	35.00	35.00	38.00	38.00	36	0.00	0.00	0.00	0.00	0
HU4302	Hadley Disc Hub 20mm/32h110mm Black	Hadley	59.00	59.00	22.50	31.00	32	0.00	0.00	0.00	0.00	0
HU4303	Hadley Disc Hub 20mm/36h110mm Black	Hadley	59.00	59.00	22.20	31.00	36	0.00	0.00	0.00	0.00	0
HU4306	Hadley Disc Hub DH Rear 36h/135mm/QR '02	Hadley	0.00	0.00	0.00	0.00	0	60.00	60.00	31.50	19.50	36
HU4307	Hadley Disc Hub DH  Black 32 degree 135mm/QR '02	Hadley	0.00	0.00	0.00	0.00	0	60.00	60.00	31.50	18.00	32
HU4600	Powertap  SL Hub *24hole Shimano with software No skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	24
HU4601	Powertap SL Hub 24hole Campagnolo with software No Skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	24
HU4602	PowerTap SL2.4 Wireless 24-hole Shimano no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	24
HU4603	PowerTap SL2.4 Wireless 24-hole Campy no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	24
HU4604	Powertap SL Hub 28 hole Shimano with  software no Skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	28
HU4605	Powertap SL Hub 28hole Campagnolo with software no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	28
HU4606	PowerTap SL2.4 Wireless 28-hole Shimano no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	28
HU4607	PowerTap SL2.4 Wireless 28-hole Campy no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	28
HU4608	Powertap SL Hub 32 hole Shimano  with software no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4609	Powertap SL Hub 32hole Campagnolo with software no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	32
HU4610	PowerTap SL2.4 Wireless 32-hole Shimano no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4611	PowerTap SL2.4 Wireless 32-hole Campy no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	32
HU4615	PowerTap Pro 32h Shimano W/ PowerLink Lite Softwa	PowerTap	0.00	0.00	0.00	0.00	0	78.00	66.00	32.00	16.00	32
HU4616	PowerTap Pro Shimano, 32hole  w/software No skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4617	PowerTap MTB Pro 32h W/ PowerLink Lite Softwa	PowerTap	0.00	0.00	0.00	0.00	0	78.00	66.00	35.00	18.00	32
HU4618	PowerTap Pro hub 32 hole 135mm Shimano Freehub No skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	28.50	19.00	32
HU4620	PowerTap Pro SL 2.4, 24 hole Black for Shimano no skewer	Shimano	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	18.00	24
HU4622	PowerTap Pro SL 2.4, 24 hole Black for Campy no skewer	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	24
HU4623	PowerTap 32h Shimano W/ PowerLink Lite Softwa	PowerTap	0.00	0.00	0.00	0.00	0	78.00	66.00	32.00	16.00	32
HU4624	PowerTap Pro SL 2.4 Mtn Disc Hub 32 hole Shimano type no skewer	PowerTap	0.00	0.00	0.00	0.00	0	74.00	70.00	30.00	20.00	32
HU4626	PowerTap Carbon Front Hub, 20-Hole	PowerTap	38.00	38.00	34.00	34.00	20	0.00	0.00	0.00	0.00	0
HU4627	PowerTap Carbon Front Hub, 24-Hole	PowerTap	38.00	38.00	34.00	34.00	24	0.00	0.00	0.00	0.00	0
HU4628	PowerTap Carbon Front Hub, 32-Hole	PowerTap	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU4629	PowerTap Carbon Front Hub, 28-Hole	PowerTap	38.00	38.00	34.00	34.00	28	0.00	0.00	0.00	0.00	0
HU4638	PowerTap SLC+ Ceramic 20-Hole Rear Hub Shimano	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	20
HU4639	PowerTap SLC+ Ceramic 20-Hole Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	20
HU4640	PowerTap SLC+ Ceramic 24-Hole Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	24
HU4641	PowerTap SLC+ Ceramic 24-Hole Black Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	24
HU4642	PowerTap SLC+ Ceramic 28-Hole Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	28
HU4643	PowerTap SLC+ Ceramic 28-Hole Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	28
HU4646	PowerTap SLC+ Ceramic 32-Hole Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4647	PowerTap SLC+ Ceramic 32-Hole Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	32
HU4648	PowerTap SL+ Wireless 28H Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	28
HU4649	PowerTap SL+ Wireless 28H Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	28
HU4652	PowerTap SL+ Wireless 32H Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4653	PowerTap SL+ Wireless 32H Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	32
HU4654	PowerTap PRO+ Wireless 28H Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	28
HU4655	PowerTap PRO+ Wireless 28H Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	28
HU4656	PowerTap PRO+ Wireless 32H Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4657	PowerTap PRO+ Wireless 32H Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	32
HU4659	PowerTap ELITE+ Wireless 28H Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	28
HU4660	PowerTap ELITE+ Wireless 28H Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	28
HU4661	PowerTap ELITE+ Wireless 32H Silver Shimano Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4662	PowerTap ELITE+ Wireless 32H Silver Campy Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	32
HU4666	PowerTap Comp Wired 32H Shimano Silver Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	32
HU4667	PowerTap Comp Wired 32H Campy Silver Hub	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	32
HU4670	PowerTap SL+ Wireless 20H Silver Shimano	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	20
HU4671	PowerTap SL+ Wireless 20H Campy Silver	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	20
HU4672	PowerTap SL+ Wireless 24H Silver Shimano	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	24
HU4673	PowerTap SL+ Wireless 24H Black Campy	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	24
HU4674	PowerTap PRO+ Wireless 20H Silver Shimano	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	20
HU4675	PowerTap PRO+ Wireless 20H Silver Campy	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	20
HU4676	PowerTap PRO+ Wireless 24H Silver Shimano	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	24
HU4677	PowerTap PRO+ Wireless 24H Silver Campy	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	33.00	17.00	24
HU4680	PowerTap ELITE+ Wireless 24hole Silver Shimano	PowerTap	0.00	0.00	0.00	0.00	0	70.00	70.00	32.00	18.00	24
HU4700	All-City Front Track Hub 32h Black	All-City	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU4701	All-City Front Track Hub 32h Red	All-City	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU4702	All-City Front Track Hub 32h Gold	All-City	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU4703	All-City 32h White Front Track Hub	All-City	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU4704	All-City Front Track Hub 32h Pewter	All-City	62.00	62.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU4710	All-City 32h Fixed/Free Track Hub Black	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4711	All-City 32h Fixed/Free Track Hub Red	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4712	All-City 32h Fixed/Free Track Hub Gold	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4713	All-City 32h Fixed/Free Rear Track Hub White	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4714	All-City Rear Track Hub Fixed/Free 32h Pewter	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4720	All-City 32h Fixed/Fixed Rear Track Hub Black	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4721	All-City 32h Fixed/Fixed Rear Track Hub Red	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4722	All-City 32h Fixed/Fixed Rear Track Hub Gold	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4723	All-City 32h Fixed/Fixed Rear Track Hub White	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	32
HU4730	All-City Front Track Hub 36h Silver	All-City	62.00	62.00	33.00	33.00	36	0.00	0.00	0.00	0.00	0
HU4731	All-City Rear Track Hubs Fixed/Fixed 36h Silver	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	28.00	28.00	36
HU4740	All-City 130 Rear Track hub Fix/Free 32h Black	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	30.00	30.00	32
HU4741	All-City 130 Rear Track Hub Fix/Free 32h Pewter	All-City	0.00	0.00	0.00	0.00	0	62.00	62.00	30.00	30.00	32
HU4750	All-City Pink Track Hub Set 32h Fr and Fix/Free	All-City	62.00	62.00	33.00	33.00	32	62.00	62.00	30.00	30.00	32
HU4807	Nanakai Freecoaster 48H 3/8 x 26 tpi chrome 14&16t cogs	Nankai	0.00	0.00	0.00	0.00	0	50.00	50.00	27.00	27.00	48
HU4901	Ritchey Front 20mm Disc Hub 32h Black	Ritchey	58.00	58.00	25.00	31.00	32	0.00	0.00	0.00	0.00	0
HU5000	Sun Ringle SunLight Mirc ro 36 hole front hub blk	Sun Ringle	45.50	45.50	31.00	31.00	36	0.00	0.00	0.00	0.00	0
HU5002	Sun Ringle 4-Stroke 36 h Rear Cassette Black Hub	Sun Ringle	0.00	0.00	0.00	0.00	0	52.00	52.00	39.00	28.00	36
HU5051	AC Airstream hubset Silver front/rear set	ACS	58.00	58.00	22.50	31.50	36	58.00	58.00	34.00	19.00	36
HU5300	Deore M535 Centerlock Front Hub 32h black	Shimano	0.00	0.00	0.00	0.00	0	44.00	44.00	23.00	33.00	32
HU5301	Deore M535 Centerlock Frt Hub 36h blk	Shimano	0.00	0.00	0.00	0.00	0	44.00	44.00	23.00	33.00	36
HU5302	Deore M535 Centerlock Rear Hub 32h blk	Shimano	0.00	0.00	0.00	0.00	0	45.50	45.50	33.50	20.00	32
HU5303	Deore M535 Centerlock Rear Hub 36h blk	Shimano	0.00	0.00	0.00	0.00	0	45.50	45.50	33.50	20.00	36
HU5304	Deore M530 Front Hub 32h blk	Shimano	38.00	38.00	33.00	33.00	32	0.00	0.00	0.00	0.00	0
HU5305	Deore M530 front hub 36h Black	Shimano	38.00	38.00	33.00	33.00	36	0.00	0.00	0.00	0.00	0
HU5306	Deore M530 Rear 32h Hub Black	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	34.50	18.00	32
HU5307	Deore M530 Rear 36h hub Black	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	34.50	18.00	36
HU5310	Deore M535 Centerlock Rear Hub 32h sil	Shimano	0.00	0.00	0.00	0.00	0	45.50	45.50	33.50	20.00	32
HU5552	Eastern Pro CassetteW/11 tooth driver	Eastern	0.00	0.00	0.00	0.00	0	45.50	58.00	32.00	27.50	48
HU5553	Eastern Pro front 36h3/8 Black	Eastern	38.50	38.50	31.00	31.00	36	0.00	0.00	0.00	0.00	0
HU5554	Eastern Pro Front 48h14mm black	Eastern	45.00	45.00	31.50	31.50	48	0.00	0.00	0.00	0.00	0
HU5555	Eastern Pro Cassette14mm W/9 tooth driver	Eastern	0.00	0.00	0.00	0.00	0	45.00	58.00	33.00	27.00	48
HU5602	Deore LX M570 32 Hole Front Hub, Silver/Black	Shimano	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU5604	Deore LX M570 36 Hole Front Hub, Silver/Black	Shimano	38.00	38.00	34.00	34.00	36	0.00	0.00	0.00	0.00	0
HU5606	Deore LX M570 32 Hole Rear Hub, Silver/Black	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	19.00	32
HU5608	Deore LX M570 36 Hole Rear Hub, Silver/Black	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.00	19.50	36
HU5660	Shimano 105 HB5600 32h Front hub	Shimano	38.00	38.00	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU5661	Shimano 105 HB5600 36h Front hub	Shimano	38.00	38.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU5662	Shimano 105 FH5600 32h Rear Cassette Hub (10-Speed)	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	37.00	18.00	32
HU5663	Shimano 105 FH5600 36h Rear Cassette Hub (10-Speed)	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	37.00	18.00	36
HU5665	Shimano 105 32h Front Hub, Black	Shimano	38.00	38.00	35.00	35.00	32	0.00	0.00	0.00	0.00	0
HU5666	Shimano 105 36h Front Hub, Black	Shimano	38.00	38.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU5667	Shimano 105 32h Rear Hub, 10-Speed, Black	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	37.00	18.00	32
HU5668	Shimano 105 36h Rear Hub, 10-Speed, Black	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	37.00	18.00	36
HU5800	Deore LX M585 Centerlock 32h Front Hub	Shimano	44.00	44.00	23.00	33.00	32	0.00	0.00	0.00	0.00	0
HU5801	Deore LX M585 Centerlock 36h Front Hub	Shimano	44.00	44.00	23.00	33.00	36	0.00	0.00	0.00	0.00	0
HU5802	LX M585 32h Rear Centerlock Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	31.00	17.50	32
HU5803	LX M585 36h Rear Centerlock Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	31.00	17.50	36
HU5804	Deore LX M580 32h Front Hub	Shimano	38.00	38.00	34.50	34.50	32	0.00	0.00	0.00	0.00	0
HU5805	Deore LX M580 36h Front Hub	Shimano	38.00	38.00	34.50	34.50	36	0.00	0.00	0.00	0.00	0
HU5806	LX M580 32h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	34.00	17.50	32
HU5807	LX M580 36h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	34.00	17.50	36
HU6000	Kris Holm/Onza unicycle hub, 36 holes, black	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	33.50	33.50	36
HU6001	Kris Holm Moment unicycle hub 36h, blue	Kris Holm	0.00	0.00	0.00	0.00	0	56.00	56.00	37.25	37.25	36
HU6107	Hone M600 Rear 32h Centerlock Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	33.50	20.50	32
HU6108	Hone M600 Rear 36h Centerlock Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	33.50	20.50	36
HU6109	Hone M600 32h Centerlock Front Hub	Shimano	44.00	44.00	23.00	34.00	32	0.00	0.00	0.00	0.00	0
HU6110	Hone M600 36h Centerlock Front Hub	Shimano	44.00	44.00	23.00	34.00	36	0.00	0.00	0.00	0.00	0
HU6160	SLX M665 32h Front Center-Lock Hub	Shimano	44.25	44.25	22.50	33.00	32	0.00	0.00	0.00	0.00	0
HU6162	SLX M667 32h 20mm Axle Centerlock Front Hub	Shimano	52.00	52.00	23.00	35.00	32	0.00	0.00	0.00	0.00	0
HU6163	SLX M667 36h 20mm Axle Centerlock Front Hub	Shimano	52.00	52.00	23.00	35.00	36	0.00	0.00	0.00	0.00	0
HU6164	SLX M665 32h 9spd Rear Center Lock Hub	Shimano	0.00	0.00	0.00	0.00	0	44.50	45.50	33.50	20.50	32
HU6165	SLX M665 36h 9spd Rear Center Lock Hub	Shimano	0.00	0.00	0.00	0.00	0	44.50	45.50	33.50	20.50	36
HU6203	SunRace BMX Low Flange Rear 48H Silver	SunRace	0.00	0.00	0.00	0.00	0	45.00	45.00	27.00	27.00	48
HU6209	Juju Front 	SunRace	58.00	58.00	19.00	35.00	32	0.00	0.00	0.00	0.00	0
HU6210	Juju Front  	SunRace	58.00	58.00	22.00	37.00	32	0.00	0.00	0.00	0.00	0
HU6211	Juju Rear  	SunRace	0.00	0.00	0.00	0.00	0	58.00	58.00	33.00	21.00	32
HU6213	SunRace Juju MZ FrontDisc 32h Grey Anodized	SunRace	58.00	58.00	23.00	33.00	32	0.00	0.00	0.00	0.00	0
HU6214	Sunrace Juju MZ RearDisc 32h Grey Anodized	SunRace	0.00	0.00	0.00	0.00	0	58.00	58.00	33.50	15.50	32
HU6500	Ultegra HB6500 28 hole front hub	Shimano	38.00	38.00	35.50	35.50	28	0.00	0.00	0.00	0.00	0
HU6502	Ultegra FH6500 28 hole rear hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	18.50	28
HU6504	Ultegra HB6500 32 hole front hub	Shimano	38.00	38.00	35.50	35.50	32	0.00	0.00	0.00	0.00	0
HU6506	Ultegra FH6500 32 hole rear hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	18.50	32
HU6508	Ultegra HB6500 36 hole front hub	Shimano	38.00	38.00	35.50	35.50	36	0.00	0.00	0.00	0.00	0
HU6510	Ultegra FH6500 36 hole rear hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.00	18.50	36
HU6557	Shimano MX70 36h Front BMX hub	Shimano	40.00	40.00	35.00	35.00	36	0.00	0.00	0.00	0.00	0
HU6559	Shimano MX70 36h Rear BMX hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	26.50	26.50	36
HU6600	Ultegra HB-6600 28h Front Hub	Shimano	38.00	38.00	34.00	34.00	28	0.00	0.00	0.00	0.00	0
HU6601	Ultegra HB-6600 32h Front Hub	Shimano	38.00	38.00	34.00	34.00	32	0.00	0.00	0.00	0.00	0
HU6602	Ultegra HB-6600 36h Front Hub	Shimano	38.00	38.00	34.00	34.00	36	0.00	0.00	0.00	0.00	0
HU6603	Ultegra FH6600 10-Speed 28h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.50	19.00	28
HU6604	Ultegra FH6600 10-Speed 32h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.50	19.00	32
HU6605	Ultegra FH6600 10-Speed 36h Rear Hub	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	36.50	19.00	36
HU6619W	Shimano Deore LX T660 32h, Silver, rear	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.50	19.50	32
HU6621W	Shimano Deore LX T660 36h, Silver, rear	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.50	19.50	36
HU7425	Dura-Ace 28 hole front track hub	Shimano	38.00	38.00	35.50	35.50	28	0.00	0.00	0.00	0.00	0
HU7426	Dura-Ace 28 hole rear track hub, flip-flop.Includes lockring	Shimano	0.00	0.00	0.00	0.00	0	44.00	44.00	31.50	31.50	28
HU7427	Dura-Ace 32 hole front track hub	Shimano	38.00	38.00	35.50	35.50	32	0.00	0.00	0.00	0.00	0
HU7428	Dura-Ace 32 hole rear track hub, flip-flop.Includes lockring	Shimano	0.00	0.00	0.00	0.00	0	44.00	44.00	31.50	31.50	32
HU7429	Dura-Ace 36 hole front track hub	Shimano	38.00	38.00	35.50	35.50	36	0.00	0.00	0.00	0.00	0
HU7430	Dura-Ace 36 hole rear track hub, flip-flop	Shimano	0.00	0.00	0.00	0.00	0	44.00	44.00	31.50	31.50	36
HU7540	Deore 32 hole rear hub, silver	Shimano	0.00	0.00	0.00	0.00	0	45.00	45.00	35.50	19.50	32
